IRUC;NROESTABLEC;CIIU;CCDD;CCPP;CCDI;CODORGJURIDICA;CODREGPROPIEDAD;FecAniversario;CODSECTOR;CODFORMATO;texto1;texto2;texto3;texto4;FAC_EXP
12966;0;4652;15;1;13;6;1;1988;4;F1;1;1;0;0;1.241353937
24694;0;4652;15;1;22;6;1;2001;4;F1;1;1;0;0;1.241353937
26432;0;4652;15;1;22;6;1;2004;4;F1;1;1;0;0;1.241353937
15281;0;4651;15;1;16;6;1;1994;4;F1;1;1;0;0;1.241353937
89654;0;4651;15;1;36;6;1;1993;4;F1;1;1;0;0;1.241353937
10119;0;4649;15;1;3;6;1;1982;4;F1;1;1;0;0;1.241353937
12413;0;4649;15;1;42;6;1;1986;4;F1;1;1;0;0;1.241353937
25533;0;4649;15;1;31;6;1;2003;4;F1;1;1;0;0;1.241353937
27396;0;4649;15;1;33;6;1;2006;4;F1;1;1;0;0;1.241353937
167242;0;4649;15;1;22;6;1;2017;4;F1;1;1;0;0;1.241353937
178660;0;4649;15;1;37;6;1;2016;4;F1;1;1;0;0;1.241353937
12350;0;4641;15;1;32;6;1;1992;4;F1;1;1;0;0;1.241353937
17016;0;4641;15;1;3;6;1;1999;4;F1;1;1;0;0;1.241353937
48532;0;4641;15;1;3;6;1;2001;4;F1;1;1;0;0;1.241353937
137626;0;4641;15;1;22;6;1;2015;4;F1;1;1;0;0;1.241353937
12925;0;4630;15;1;34;6;1;1994;4;F1;1;1;0;0;1.241353937
14137;0;4630;15;1;5;6;1;1993;4;F1;1;1;0;0;1.241353937
16963;0;4630;15;1;8;6;1;1996;4;F1;1;1;0;0;1.241353937
17267;0;4630;15;1;13;6;1;1997;4;F1;1;1;0;0;1.241353937
17807;0;4630;15;1;18;6;1;1997;4;F1;1;1;0;0;1.241353937
17830;0;4630;15;1;8;6;1;1997;4;F1;1;1;0;0;1.241353937
21530;0;4630;15;1;3;6;1;2000;4;F1;1;1;0;0;1.241353937
23642;0;4630;15;1;30;6;1;2008;4;F1;1;1;0;0;1.241353937
24774;0;4630;15;1;36;6;1;2001;4;F1;1;1;0;0;1.241353937
25120;0;4630;15;1;40;6;1;2002;4;F1;1;1;0;0;1.241353937
26056;0;4630;15;1;25;6;1;2004;4;F1;1;1;0;0;1.241353937
26830;0;4630;15;1;35;6;1;2005;4;F1;1;1;0;0;1.241353937
27448;0;4630;15;1;1;6;1;2006;4;F1;1;1;0;0;1.241353937
119521;0;4630;15;1;25;6;1;2011;4;F1;1;1;0;0;1.241353937
107049;0;4620;15;1;43;6;1;1999;4;F1;1;1;0;0;1.241353937
28266;0;4610;15;1;15;6;1;2008;4;F1;1;1;0;0;1.241353937
14118;0;8129;15;1;34;6;1;1993;16;F2;1;1;0;0;1.235294
16279;0;8121;15;1;31;6;1;1996;16;F2;1;1;0;0;1.235294
21409;0;8121;15;1;16;6;1;2000;16;F2;1;1;0;0;1.235294
14597;0;4799;15;1;8;6;1;1993;4;F1;1;1;0;0;1.230985915
21392;0;4773;15;1;41;6;1;1999;4;F1;1;1;0;0;1.230985915
12113;0;4772;15;1;36;6;1;1991;4;F1;1;1;0;0;1.230985915
14728;0;4772;15;1;1;6;1;1993;4;F1;1;1;0;0;1.230985915
17102;0;4772;15;1;1;6;1;1997;4;F1;1;1;0;0;1.230985915
19333;0;4772;15;1;1;6;1;1999;4;F1;1;1;0;0;1.230985915
25300;0;4772;15;1;16;6;1;2002;4;F1;1;1;0;0;1.230985915
120456;0;4772;15;1;40;6;1;2009;4;F1;1;1;0;0;1.230985915
17089;0;4771;15;1;1;6;1;1997;4;F1;1;1;0;0;1.230985915
166763;0;4771;15;1;22;6;1;2016;4;F1;1;1;0;0;1.230985915
28376;0;4762;15;1;1;6;1;2001;4;F1;1;1;0;0;1.230985915
16260;0;4752;15;1;5;6;1;1996;4;F1;1;1;0;0;1.230985915
47926;0;4752;15;1;19;6;1;2011;4;F1;1;1;0;0;1.230985915
15267;0;4741;15;1;20;6;1;1994;4;F1;1;1;0;0;1.230985915
25887;0;4741;15;1;22;6;1;2003;4;F1;1;1;0;0;1.230985915
13748;0;4730;15;1;18;6;1;1993;4;F1;1;1;0;0;1.230985915
14166;0;4730;15;1;3;6;1;1993;4;F1;1;1;0;0;1.230985915
14492;0;4730;15;1;18;6;1;1993;4;F1;1;1;0;0;1.230985915
14586;0;4730;15;1;10;6;1;1988;4;F1;1;1;0;0;1.230985915
16178;0;4730;15;1;43;6;1;1995;4;F1;1;1;0;0;1.230985915
17274;0;4730;15;1;32;6;1;1997;4;F1;1;1;0;0;1.230985915
17801;0;4730;15;1;17;6;1;1997;4;F1;1;1;0;0;1.230985915
22984;0;4730;15;1;18;6;1;2007;4;F1;1;1;0;0;1.230985915
12995;0;4721;15;1;41;6;1;1990;4;F1;1;1;0;0;1.230985915
26372;0;4721;15;1;33;6;1;2004;4;F1;1;1;0;0;1.230985915
10351;0;4719;15;1;3;6;1;1985;4;F1;1;1;0;0;1.230985915
13822;0;4719;15;1;5;6;1;1993;4;F1;1;1;0;0;1.230985915
15594;0;4711;15;1;32;6;1;2005;4;F1;1;1;0;0;1.230985915
33987;0;4711;15;1;41;6;1;1996;4;F1;1;1;0;0;1.230985915
10166;0;910;15;1;31;6;1;1947;8;F2;1;1;0;0;1.230769231
139046;0;4290;15;1;34;6;1;1997;5;F2;1;1;0;0;1.226804124
48407;0;4220;15;1;13;6;1;2006;5;F2;1;1;0;0;1.226804124
13800;0;4210;15;1;13;6;1;1992;5;F2;1;1;0;0;1.226804124
168645;0;4210;15;1;40;6;1;2006;5;F2;2;1;0;0;1.226804124
12529;0;4663;8;1;8;6;1;1985;4;F1;1;1;0;0;1.225806452
15884;0;4663;8;1;8;6;1;1995;4;F1;1;1;0;0;1.225806452
16629;0;4649;8;1;1;6;1;1996;4;F1;1;1;0;0;1.225806452
12554;0;4630;8;1;8;6;1;1990;4;F1;1;1;0;0;1.225806452
15581;0;4630;8;9;10;6;1;1995;4;F1;1;1;0;0;1.225806452
17528;0;4630;8;1;8;6;1;1997;4;F1;1;1;0;0;1.225806452
19960;0;4630;8;9;1;6;1;1999;4;F1;1;1;0;0;1.225806452
29325;0;4630;8;1;5;6;1;2005;4;F1;1;1;0;0;1.225806452
29369;0;4630;8;9;1;6;1;2006;4;F1;1;1;0;0;1.225806452
11675;0;4730;20;1;15;6;1;1992;4;F1;1;1;0;0;1.222222222
11683;0;4730;20;5;1;6;1;1983;4;F1;1;1;0;0;1.222222222
33156;0;4730;20;1;4;6;1;2010;4;F1;1;1;0;0;1.222222222
158942;0;4730;20;1;15;6;1;2016;4;F1;1;1;0;0;1.222222222
108552;0;7730;15;1;8;6;1;2000;16;F2;1;1;0;0;1.217391
15120;0;4923;4;1;4;6;1;1994;13;F2;1;1;0;0;1.214286
16557;0;4923;4;1;10;6;1;1995;13;F2;1;1;0;0;1.214286
21217;0;4923;4;1;4;6;1;2006;13;F2;1;1;0;0;1.214286
49715;0;4923;4;1;12;6;1;2002;13;F2;1;1;0;0;1.214286
100985;0;4923;4;1;1;6;1;2001;13;F2;1;1;0;0;1.214286
115612;0;4923;4;1;4;6;1;2015;13;F2;1;1;0;0;1.214286
116945;0;4923;4;1;4;6;1;2002;13;F2;1;1;0;0;1.214286
121950;0;4923;4;1;4;6;1;2008;13;F2;1;1;0;0;1.214286
178693;0;4923;4;1;9;6;1;2017;13;F2;1;1;0;0;1.214286
24385;0;4922;4;1;1;6;1;2003;13;F2;1;1;0;0;1.214286
28789;0;6209;15;1;31;6;1;2009;16;F2;1;1;0;0;1.209877
34621;0;6209;15;1;31;6;1;1992;16;F2;1;1;0;0;1.209877
15344;0;6202;15;1;31;6;1;1994;16;F2;1;1;0;0;1.209877
28578;0;6201;15;1;31;6;1;2008;16;F2;1;1;0;0;1.209877
16093;0;4661;7;1;6;6;1;1995;4;F1;1;1;0;0;1.206896552
33060;0;4630;7;1;1;6;1;2011;4;F1;1;1;0;0;1.206896552
11001;0;4390;15;1;22;6;1;1970;5;F2;1;1;0;0;1.205882353
17164;0;4330;15;1;22;6;1;1997;5;F2;1;1;0;0;1.205882353
17125;0;4321;15;1;40;6;1;1997;5;F2;1;1;0;0;1.205882353
10595;0;4312;15;1;40;6;1;1973;5;F2;1;1;0;0;1.205882353
157054;0;4923;6;1;1;6;1;2007;13;F2;1;1;0;0;1.2
18496;0;4730;14;1;6;6;1;1998;4;F1;1;1;0;0;1.2
18755;0;4530;22;9;1;6;1;1998;4;F1;1;1;0;0;1.2
10471;0;2420;15;1;3;6;1;1977;11;D2;1;1;0;0;1.2
29460;0;4630;17;1;1;6;1;2007;4;F1;1;1;0;0;1.181818182
113347;0;4630;17;1;1;6;1;2009;4;F1;1;1;0;0;1.181818182
32390;0;7320;15;1;31;6;1;2010;16;F2;1;1;0;0;1.181818
48127;0;7320;15;1;22;6;1;2009;16;F2;1;1;0;0;1.181818
17932;0;7310;15;1;22;6;1;1997;16;F2;1;1;0;0;1.181818
110538;0;7310;15;1;31;6;1;2012;16;F2;2;1;0;0;1.181818
120705;0;7310;15;1;31;6;1;2010;16;F2;1;1;0;0;1.181818
16664;0;5629;15;1;14;6;1;1996;15;F2;1;1;0;0;1.173913
15123;0;4730;4;1;12;6;1;1994;4;F1;1;1;0;0;1.171875
40107;0;4690;4;1;1;6;1;1992;4;F1;1;1;0;0;1.171875
15788;0;4669;4;1;23;6;1;1995;4;F1;1;1;0;0;1.171875
10404;0;4663;4;1;4;6;1;1991;4;F1;1;1;0;0;1.171875
17776;0;4663;4;1;9;6;1;1998;4;F1;1;1;0;0;1.171875
18836;0;4663;4;7;4;6;1;2003;4;F1;1;1;0;0;1.171875
21147;0;4663;4;1;4;6;1;2005;4;F1;1;1;0;0;1.171875
21176;0;4663;4;1;9;6;1;2006;4;F1;1;1;0;0;1.171875
24303;0;4663;4;1;29;6;1;2001;4;F1;1;1;0;0;1.171875
24311;0;4663;4;1;9;6;1;2001;4;F1;1;1;0;0;1.171875
24350;0;4663;4;1;9;6;1;2002;4;F1;1;1;0;0;1.171875
158012;0;4663;4;1;1;6;1;2011;4;F1;1;1;0;0;1.171875
15779;0;4661;4;1;17;6;1;1995;4;F1;1;1;0;0;1.171875
24384;0;4661;4;1;12;6;1;2003;4;F1;1;1;0;0;1.171875
10380;0;4630;4;1;12;6;1;1979;4;F1;1;1;0;0;1.171875
14522;0;4630;4;1;1;6;1;1993;4;F1;1;1;0;0;1.171875
24457;0;4630;4;1;10;6;1;2004;4;F1;1;1;0;0;1.171875
42824;0;4630;4;1;1;6;1;1988;4;F1;1;1;0;0;1.171875
47833;0;4630;4;1;1;6;1;2004;4;F1;1;1;0;0;1.171875
13054;0;4620;4;1;4;6;1;1988;4;F1;1;1;0;0;1.171875
21639;0;2023;15;1;1;6;1;2000;11;D2;1;1;0;0;1.171052632
13107;0;2022;15;1;6;6;1;1991;11;D2;1;1;0;0;1.171052632
12000;0;2013;15;1;12;6;1;1991;11;D2;1;1;0;0;1.171052632
13118;0;2011;15;1;10;6;1;1991;11;D2;1;1;0;0;1.171052632
17054;0;2011;15;1;22;6;1;2004;11;D2;1;1;0;0;1.171052632
32131;0;2011;15;1;10;6;1;2009;11;D2;1;1;0;0;1.171052632
10967;0;5510;15;1;22;6;1;1985;7;F2;1;1;0;0;1.166667
12218;0;2599;15;1;41;6;1;1992;11;D2;1;1;0;0;1.162790698
12110;0;1399;15;1;3;6;1;1993;11;D2;1;1;0;0;1.15625
10603;0;1394;15;1;19;6;1;1980;11;D2;1;1;0;0;1.15625
26267;0;1391;15;1;15;6;1;2004;11;D2;1;1;0;0;1.15625
15592;0;1312;15;1;15;6;1;1995;11;D2;1;1;0;0;1.15625
16130;0;1311;15;1;3;6;1;1995;11;D2;1;1;0;0;1.15625
13926;0;4690;12;1;1;6;1;1993;4;F1;1;1;0;0;1.151515152
13787;0;4663;12;1;14;6;1;1992;4;F1;1;1;0;0;1.151515152
19988;0;4663;12;6;1;6;1;1999;4;F1;1;1;0;0;1.151515152
178562;0;4661;12;1;1;6;1;2016;4;F1;1;1;0;0;1.151515152
19991;0;4630;12;1;14;6;1;1999;4;F1;1;1;0;0;1.151515152
19821;0;4923;13;1;4;6;1;2001;13;F2;1;1;0;0;1.148148
13462;0;4922;13;1;1;6;1;1992;13;F2;1;1;0;0;1.148148
13526;0;4773;13;1;1;6;1;1981;4;F1;1;1;0;0;1.142857143
13436;0;4730;13;1;1;6;1;1970;4;F1;1;1;0;0;1.142857143
21037;0;4520;6;1;1;6;1;2002;4;F1;1;1;0;0;1.142857143
47811;0;4510;6;1;1;6;1;2009;4;F1;1;1;0;0;1.142857143
11325;0;2512;7;1;1;6;1;1986;11;D2;1;1;0;0;1.142857143
17397;0;3510;15;1;31;6;1;2001;12;F2;1;1;0;0;1.140351
27685;0;3510;15;1;1;6;1;2006;12;F2;1;1;0;0;1.140351
108539;0;3510;15;1;15;6;1;1999;12;F2;1;2;11;23;1.140351
157961;0;3510;15;1;22;6;1;2011;12;F2;1;1;0;0;1.140351
177818;0;3510;15;1;31;6;1;2015;12;F2;1;1;0;0;1.140351
117476;0;4690;10;1;1;6;1;2009;4;F1;1;1;0;0;1.136363636
23474;0;4652;10;1;1;6;1;2006;4;F1;1;1;0;0;1.136363636
157485;0;4652;10;1;1;6;1;2009;4;F1;1;1;0;0;1.136363636
20316;0;4630;10;1;2;6;1;2002;4;F1;1;1;0;0;1.136363636
23528;0;4630;10;1;1;6;1;2007;4;F1;1;1;0;0;1.136363636
29519;0;4630;10;6;1;6;1;2009;4;F1;1;1;0;0;1.136363636
114239;0;4630;10;1;2;6;1;2006;4;F1;1;1;0;0;1.136363636
177749;0;4630;10;6;1;6;1;2017;4;F1;1;1;0;0;1.136363636
48006;0;4620;10;1;2;6;1;2010;4;F1;1;1;0;0;1.136363636
15866;0;4730;8;1;5;6;1;1994;4;F1;1;1;0;0;1.133333333
48003;0;4730;8;1;5;6;1;1998;4;F1;1;1;0;0;1.133333333
112845;0;4730;8;9;10;6;1;2005;4;F1;1;1;0;0;1.133333333
47844;0;4711;8;1;8;6;1;2009;4;F1;1;1;0;0;1.133333333
144893;0;4711;8;1;6;6;1;2005;4;F1;1;1;0;0;1.133333333
21055;0;4661;6;1;1;6;1;2003;4;F1;1;1;0;0;1.131578947
156663;0;4661;6;8;1;6;1;2011;4;F1;1;1;0;0;1.131578947
47840;0;4630;6;8;1;6;1;2012;4;F1;1;1;0;0;1.131578947
114525;0;4620;6;8;1;6;1;2012;4;F1;1;1;0;0;1.131578947
11565;0;3290;15;1;36;6;1;1991;11;D2;1;1;0;0;1.130434783
10253;0;1709;15;1;40;6;1;1961;11;D2;1;1;0;0;1.130434783
18720;0;4773;2;18;1;6;1;1999;4;F1;1;1;0;0;1.125
15705;0;5229;15;1;20;6;1;1995;13;F2;1;1;0;0;1.123457
25686;0;5229;15;1;31;6;1;2002;13;F2;1;1;0;0;1.123457
24716;0;5223;15;1;1;6;1;2001;13;F2;1;1;0;0;1.123457
16213;0;8690;15;1;22;6;1;1995;16;F2;1;1;0;0;1.121622
13709;0;8620;15;1;16;6;1;1993;16;F2;1;1;0;0;1.121622
10726;0;2220;15;1;1;6;1;1977;11;D2;1;1;0;0;1.111111111
12395;0;2220;15;1;32;6;1;1990;11;D2;1;1;0;0;1.111111111
16206;0;2220;15;1;32;6;1;1995;11;D2;1;1;0;0;1.111111111
19249;0;1410;15;1;15;6;1;1999;11;D2;1;1;0;0;1.102941176
117974;0;1410;15;1;34;6;1;2012;4;F1;1;1;0;0;1.102941176
12102;0;4530;15;1;14;6;1;1992;4;F1;1;1;0;0;1.102702703
12423;0;4530;15;1;41;6;1;1992;4;F1;1;1;0;0;1.102702703
16069;0;4530;15;1;3;6;1;1995;4;F1;1;1;0;0;1.102702703
16864;0;4530;15;1;40;6;1;1996;4;F1;1;1;0;0;1.102702703
24791;0;4530;15;1;34;6;1;2001;4;F1;1;1;0;0;1.102702703
11359;0;4510;15;1;12;6;1;1993;4;F1;1;1;0;0;1.102702703
16228;0;4510;15;1;33;6;1;1996;4;F1;1;1;0;0;1.102702703
18017;0;4510;15;1;12;6;1;1998;4;F1;1;1;0;0;1.102702703
120910;0;4510;15;1;31;6;1;2014;4;F1;1;1;0;0;1.102702703
174892;0;4510;15;1;35;6;1;2010;4;F1;1;1;0;0;1.102702703
16270;0;7830;15;1;41;6;1;1996;16;F2;1;1;0;0;1.08
18247;0;7830;15;1;16;6;1;1998;16;F2;1;1;0;0;1.08
31858;0;7830;15;1;31;6;1;2009;16;F2;1;1;0;0;1.08
33184;0;7830;15;1;31;6;1;2009;16;F2;1;1;0;0;1.08
48450;0;7830;15;1;14;6;1;1997;16;F2;1;1;0;0;1.08
174149;0;7810;15;1;31;6;1;2014;16;F2;1;1;0;0;1.08
14434;0;7911;15;1;22;6;1;1993;1;F2;1;1;0;0;1.078947
29628;0;4663;2;20;1;6;1;2005;4;F1;1;1;0;0;1.076923077
157919;0;4730;16;2;1;6;1;2013;4;F1;1;1;0;0;1.074074074
18953;0;4719;16;1;1;6;1;1999;4;F1;1;1;0;0;1.074074074
18954;0;4719;16;1;1;6;1;1999;4;F1;1;1;0;0;1.074074074
11735;0;4663;14;1;1;6;1;1992;4;F1;1;1;0;0;1.073170732
18500;0;4663;14;1;1;6;1;1998;4;F1;1;1;0;0;1.073170732
22202;0;4630;14;1;1;6;1;2006;4;F1;1;1;0;0;1.073170732
108921;0;4630;14;1;5;6;1;2008;4;F1;1;1;0;0;1.073170732
20788;0;4663;5;1;1;6;1;2003;4;F1;1;1;0;0;1.071428571
15189;0;4730;22;9;9;6;1;1995;4;F1;1;1;0;0;1.066666667
29725;0;4730;22;1;1;6;1;2011;4;F1;1;1;0;0;1.066666667
10033;0;3312;15;1;10;6;1;1979;11;D2;1;1;0;0;1.0625
18745;0;4663;22;9;1;6;1;1997;4;F1;1;1;0;0;1.060606061
20595;0;4663;22;8;4;6;1;2007;4;F1;1;1;0;0;1.060606061
17586;0;4661;22;9;10;6;1;1997;4;F1;1;1;0;0;1.060606061
118373;0;4630;22;8;4;6;1;2009;4;F1;1;1;0;0;1.060606061
158950;0;4620;22;1;1;6;1;2016;4;F1;1;1;0;0;1.060606061
166184;0;4620;22;8;1;6;1;2015;4;F1;1;1;0;0;1.060606061
16217;0;620;15;1;31;6;1;1995;8;F2;1;1;0;0;1.045454545
31968;0;610;15;1;31;6;1;2006;8;F2;1;1;0;0;1.045454545
43711;0;4773;4;1;26;6;1;1996;4;F1;1;1;0;0;1.041666667
17779;0;4772;4;1;29;6;1;1998;4;F1;1;1;0;0;1.041666667
15773;0;4741;4;1;1;6;1;1995;4;F1;1;1;0;0;1.041666667
13306;0;4730;4;2;1;6;1;1991;4;F1;1;1;0;0;1.041666667
44182;0;4730;4;3;3;6;1;1995;4;F1;1;1;0;0;1.041666667
24379;0;4721;4;1;9;6;1;2003;4;F1;1;1;0;0;1.041666667
114097;0;4721;4;7;4;6;1;2004;4;F1;1;1;0;0;1.041666667
114386;0;4653;25;1;1;6;1;2010;4;F1;1;1;0;0;1.035714286
18190;0;8510;15;1;22;6;1;1998;3;F2;1;1;0;0;1.021277
39831;0;8510;15;1;14;6;1;1999;3;F2;1;1;0;0;1.021277
21084;0;9609;6;1;1;6;1;2004;16;F2;1;1;0;0;1
48167;0;9609;4;1;12;6;1;2007;16;F2;1;1;0;0;1
84622;0;9522;18;3;3;6;1;1999;16;M;1;1;0;0;1
156847;0;9521;17;1;1;6;1;2009;16;M;1;1;0;0;1
114072;0;9511;9;1;1;6;1;2009;16;M;1;1;0;0;1
113922;0;8620;4;1;1;6;1;2011;16;F2;1;1;0;0;1
13325;0;8610;12;1;1;6;1;1970;16;F2;1;1;0;0;1
18667;0;8610;12;1;1;6;1;1998;16;F2;1;1;0;0;1
11672;0;8299;20;7;3;6;1;1982;16;F2;1;1;0;0;1
109358;0;8299;4;1;3;6;1;2003;16;F2;1;1;0;0;1
12460;0;8129;15;1;40;6;1;1992;16;F2;1;1;0;0;1
109340;0;8129;6;1;8;6;1;2007;16;F2;1;1;0;0;1
159445;0;8129;9;1;18;6;1;2017;16;M;1;1;0;0;1
24689;0;8121;15;1;40;6;1;2003;16;F2;1;1;0;0;1
11741;0;8030;14;1;1;6;1;1993;16;F2;1;1;0;0;1
169029;0;8020;15;1;3;6;1;1997;16;M;1;1;0;0;1
174909;0;8020;15;1;5;6;1;2010;16;M;1;1;0;0;1
11700;0;8010;20;1;4;6;1;1992;16;F2;1;1;0;0;1
11719;0;8010;20;7;1;6;1;1989;16;F2;1;1;0;0;1
12628;0;8010;15;1;14;6;1;1991;16;F2;1;1;0;0;1
12657;0;8010;8;1;8;6;1;1990;16;F2;1;1;0;0;1
17552;0;8010;12;1;14;6;1;1997;16;F2;1;1;0;0;1
48144;0;8010;14;1;1;6;1;2010;16;F2;2;1;0;0;1
52058;0;8010;15;1;21;6;1;1998;16;M;1;1;0;0;1
154603;0;8010;14;1;1;6;1;2016;16;F2;1;1;0;0;1
15066;0;7911;21;1;1;6;1;1994;1;M;1;1;0;0;1
137203;0;7911;8;1;8;6;1;2019;1;F2;1;1;0;0;1
145768;0;7911;8;1;1;6;1;2013;1;F2;1;1;0;0;1
10987;0;7830;15;1;41;6;1;1984;16;F2;1;1;0;0;1
14882;0;7830;18;3;3;6;1;1994;16;F2;1;1;0;0;1
12604;0;7730;2;1;1;6;1;1992;16;F2;1;1;0;0;1
16565;0;7730;4;1;10;6;1;1996;16;F2;1;1;0;0;1
24131;0;7730;6;1;1;6;1;2006;16;F2;1;1;0;0;1
29946;0;7730;2;1;5;6;1;2008;16;F2;1;1;0;0;1
111705;0;7730;22;1;1;6;1;2010;16;F2;1;1;0;0;1
159033;0;7730;6;1;1;6;1;2017;16;F2;2;1;0;0;1
18645;0;7710;8;1;1;6;1;1998;16;F2;1;1;0;0;1
17141;0;7490;7;1;1;6;1;1997;16;F2;1;1;0;0;1
151485;0;7490;15;1;31;6;1;2013;16;F2;1;1;0;0;1
158721;0;7490;15;1;31;6;1;2015;16;F2;1;1;0;0;1
35978;0;7110;19;1;4;6;1;1998;16;F2;1;1;0;0;1
36738;0;7110;3;1;1;6;1;1997;16;F2;1;1;0;0;1
157509;0;7110;6;1;1;6;1;2012;16;F2;1;1;0;0;1
158535;0;7110;5;1;1;6;1;2014;16;F2;1;1;0;0;1
157521;0;7020;20;7;1;6;1;2013;16;F2;1;1;0;0;1
11078;0;6910;15;1;22;6;1;1978;16;F2;1;1;0;0;1
11106;0;6910;15;1;22;6;1;1980;16;F2;1;1;0;0;1
21655;0;6910;15;1;31;6;1;2000;16;F2;1;1;0;0;1
26541;0;6910;15;1;1;6;1;2005;16;F2;1;1;0;0;1
26766;0;6910;15;1;31;6;1;2005;16;F2;1;1;0;0;1
19875;0;6820;13;1;4;6;1;2003;16;F2;1;1;0;0;1
121059;0;6810;15;1;31;6;1;2010;16;M;1;1;0;0;1
13084;0;6202;15;1;40;6;1;1991;16;F2;1;1;0;0;1
19956;0;6190;15;1;16;6;1;1999;13;M;1;1;0;0;1
20406;0;6190;21;11;1;6;1;2007;13;F2;1;1;0;0;1
11531;0;5913;15;1;22;6;1;1993;16;F2;1;1;0;0;1
31443;0;5629;15;1;14;6;1;1996;15;F2;1;1;0;0;1
12488;0;5590;16;1;1;6;1;1850;7;F2;1;1;0;0;1
19006;0;5221;11;5;1;6;1;1998;13;F2;1;1;0;0;1
12786;0;4923;23;1;1;6;1;1989;13;F2;1;1;0;0;1
21015;0;4923;6;4;1;6;1;2005;13;F2;1;1;0;0;1
22167;0;4923;1;1;1;6;1;2004;13;F2;1;1;0;0;1
48057;0;4923;11;1;1;6;1;2001;13;F2;1;1;0;0;1
114131;0;4923;20;5;1;6;1;2008;13;F2;1;1;0;0;1
156224;0;4923;21;11;1;6;1;1998;13;F2;1;1;0;0;1
157432;0;4923;20;5;1;6;1;2012;13;F2;1;1;0;0;1
177727;0;4923;15;1;21;6;1;2015;13;M;1;1;0;0;1
29954;0;4922;18;1;1;6;1;2000;13;F2;1;1;0;0;1
33524;0;4922;23;1;1;6;1;1993;13;F2;1;1;0;0;1
51636;0;4922;6;1;1;6;1;2001;13;F2;1;1;0;0;1
14902;0;4921;12;1;14;6;1;2015;13;F2;1;1;0;0;1
31149;0;4791;15;1;22;6;1;2000;4;F1;1;1;0;0;1
50671;0;4773;4;1;22;6;1;2001;4;F1;1;1;0;0;1
15997;0;4759;10;6;1;6;1;1995;4;F1;1;1;0;0;1
11872;0;4752;11;5;1;6;1;1991;4;F1;1;1;0;0;1
17745;0;4752;6;8;1;6;1;1998;4;F1;1;1;0;0;1
113940;0;4741;15;1;1;6;1;1993;4;F1;1;1;0;0;1
11915;0;4730;20;8;1;6;1;1985;4;F1;1;1;0;0;1
12561;0;4730;21;11;1;6;1;1993;4;F1;1;1;0;0;1
12637;0;4730;20;1;1;6;1;1993;4;F1;1;1;0;0;1
12784;0;4730;23;1;1;6;1;1977;4;F1;1;1;0;0;1
13567;0;4730;9;1;1;6;1;1988;4;F1;1;1;0;0;1
15861;0;4730;20;7;2;6;1;1995;4;F1;1;1;0;0;1
16003;0;4730;10;1;1;6;1;1996;4;F1;1;1;0;0;1
20502;0;4730;2;1;1;6;1;1999;4;F1;1;1;0;0;1
20757;0;4730;11;3;1;6;1;2002;4;F1;1;1;0;0;1
20798;0;4730;11;1;12;6;1;2003;4;F1;1;1;0;0;1
28410;0;4730;18;3;1;6;1;2002;4;F1;1;1;0;0;1
29546;0;4730;2;1;5;6;1;2001;4;F1;1;1;0;0;1
112804;0;4730;17;1;2;6;1;2013;4;F1;1;1;0;0;1
114307;0;4730;4;1;6;6;1;2010;4;F1;1;1;0;0;1
114783;0;4730;23;1;10;6;1;2007;4;F1;1;1;0;0;1
114886;0;4730;10;1;1;6;1;2009;4;F1;1;1;0;0;1
156578;0;4730;7;1;1;6;1;1999;4;F1;1;1;0;0;1
159122;0;4730;13;7;2;6;1;2016;4;F1;1;1;0;0;1
178638;0;4730;8;12;3;6;1;2016;4;F1;1;1;0;0;1
11297;0;4719;15;1;17;6;1;1981;4;F1;1;1;0;0;1
14163;0;4711;15;1;40;6;1;1993;4;M;1;1;0;0;1
14986;0;4711;6;1;1;6;1;1994;4;F1;1;1;0;0;1
17602;0;4711;10;1;1;6;1;1996;4;F1;1;1;0;0;1
156890;0;4711;17;1;1;6;1;2012;4;F1;1;1;0;0;1
25260;0;4690;15;1;40;6;1;2002;4;F1;1;1;0;0;1
114826;0;4690;15;1;31;6;1;2013;4;F1;1;1;0;0;1
168382;0;4690;15;1;40;6;1;2003;4;F1;1;1;0;0;1
14400;0;4663;6;1;1;6;1;1993;4;F1;1;1;0;0;1
16692;0;4663;10;6;1;6;1;1996;4;F1;1;1;0;0;1
18668;0;4663;9;7;1;6;1;1998;4;F1;1;1;0;0;1
19672;0;4663;14;1;1;6;1;1999;4;F1;1;1;0;0;1
19684;0;4663;15;1;15;6;1;2000;4;F1;1;1;0;0;1
19923;0;4663;14;1;5;6;1;1999;4;F1;1;1;0;0;1
20014;0;4663;9;1;1;6;1;2000;4;F1;1;1;0;0;1
20426;0;4663;21;11;1;6;1;2008;4;F1;1;1;0;0;1
22007;0;4663;6;8;1;6;1;2004;4;F1;1;1;0;0;1
22956;0;4663;12;1;7;6;1;2003;4;F1;1;1;0;0;1
23117;0;4663;12;3;1;6;1;2005;4;F1;1;1;0;0;1
25377;0;4663;15;1;32;6;1;2002;4;F1;1;1;0;0;1
48414;0;4663;16;1;12;6;1;2008;4;F1;1;1;0;0;1
113024;0;4663;1;7;1;6;1;2009;4;F1;1;1;0;0;1
156678;0;4663;6;8;1;6;1;2010;4;F1;1;1;0;0;1
