IRUC;NROESTABLEC;CIIU;CCDD;CCPP;CCDI;CODORGJURIDICA;CODREGPROPIEDAD;FecAniversario;CODSECTOR;CODFORMATO;texto1;texto2;texto3;texto4;FAC_EXP;;
13225;0;4663;25;1;1;6;1;1992;4;F1;1;1;0;0;2;;
118793;0;4630;25;1;1;6;1;2012;4;F1;1;1;0;0;2;;
108529;0;4530;4;1;4;6;1;2000;4;F1;1;1;0;0;2;;
13864;0;4290;2;11;1;6;1;1996;5;F2;1;1;0;0;2;;
113212;0;4290;16;1;8;6;1;2009;5;F2;1;1;0;0;2;;
13521;0;4100;4;1;1;6;1;1992;5;F2;1;1;0;0;2;;
14637;0;4100;4;1;26;6;1;1993;5;F2;1;1;0;0;2;;
47805;0;4100;8;1;8;6;1;1995;5;F2;1;1;0;0;2;;
48406;0;4100;4;1;12;6;1;2002;5;F2;1;1;0;0;2;;
109303;0;4100;5;1;1;6;1;2007;5;F2;1;1;0;0;2;;
111585;0;4100;1;7;1;6;1;2012;5;F2;1;1;0;0;2;;
150166;0;2395;5;1;10;6;1;2014;11;M;1;1;0;0;2;;
108511;0;322;24;1;1;6;1;2008;10;A;1;1;0;0;2;;
166772;0;4321;15;1;5;6;1;2016;5;M;1;1;0;0;19.78947368;;
20047;0;4764;2;18;1;6;1;2001;4;M;1;1;0;0;19.55555556;;
175969;0;7110;12;1;14;6;1;2017;16;M;1;1;0;0;19.5;;
21504;0;3211;15;1;1;6;1;2000;11;M;1;1;0;0;189;;
93739;0;5510;15;1;1;6;1;2012;7;F2;1;1;0;0;18.8;;
31021;0;4100;10;1;2;6;1;2007;5;F2;1;1;0;0;18.66666667;;
163928;0;5610;11;1;1;6;1;2014;15;M;1;1;0;0;18.333333;;
174162;0;5510;11;1;1;6;1;2014;7;M;1;1;0;0;17.5;;
151233;0;6810;15;1;31;6;1;2011;16;F2;1;1;0;0;17.310345;;
108396;0;7110;15;1;42;6;1;1997;16;F2;1;1;0;0;17.25;;
117785;0;4752;21;11;1;6;1;2012;4;M;1;1;0;0;17.10526316;;
117920;0;4730;21;5;1;6;1;2012;4;M;1;1;0;0;17.10526316;;
170718;0;4730;21;11;1;6;1;2012;4;M;1;1;0;0;17.10526316;;
175149;0;8610;12;1;1;6;1;2010;16;M;1;1;0;0;17;;
156349;0;4923;24;1;1;6;1;2013;13;M;1;1;0;0;17;;
168977;0;4923;20;1;1;6;1;2010;13;M;1;1;0;0;164.5;;
176576;0;4773;14;1;1;6;1;2014;4;M;1;1;0;0;16.58823529;;
176583;0;4711;14;1;5;6;1;2014;4;M;1;1;0;0;16.58823529;;
118298;0;4752;3;1;1;6;1;2010;4;M;1;1;0;0;16.16666667;;
14045;0;6209;15;1;22;6;1;1993;16;F2;1;1;0;0;16.0625;;
121727;0;6209;15;1;4;6;1;2014;16;F2;2;1;0;0;16.0625;;
178815;0;6209;15;1;22;6;1;2017;16;F2;1;1;0;0;16.0625;;
154375;0;4100;6;8;1;6;1;2013;5;F2;1;1;0;0;16;;
157689;0;4100;2;1;1;6;1;2014;5;F2;1;1;0;0;16;;
157707;0;4100;2;1;5;6;1;2008;5;F2;1;1;0;0;16;;
171222;0;4100;2;1;1;6;1;2005;5;F2;1;1;0;0;16;;
41375;0;4690;20;1;1;6;1;1992;4;F1;1;1;0;0;15.85714286;;
168985;0;4630;20;1;1;6;1;2011;4;F1;1;1;0;0;15.85714286;;
34852;0;4690;15;1;5;6;1;1987;4;F1;1;1;0;0;15.10087719;;
168520;0;4690;15;1;15;6;1;2005;4;F1;1;1;0;0;15.10087719;;
173468;0;4690;15;1;35;6;1;2013;4;F1;1;1;0;0;15.10087719;;
174552;0;4690;15;1;11;6;1;2009;4;F1;1;1;0;0;15.10087719;;
175608;0;4690;15;1;10;6;1;2012;4;F1;1;1;0;0;15.10087719;;
14724;0;4663;15;1;1;6;1;1994;4;F1;1;1;0;0;15.10087719;;
16337;0;4663;15;1;1;6;1;1996;4;F1;1;1;0;0;15.10087719;;
17930;0;4663;15;1;3;6;1;1995;4;F1;1;1;0;0;15.10087719;;
22898;0;4663;15;1;3;6;1;2001;4;F1;1;1;0;0;15.10087719;;
174244;0;4663;15;1;1;6;1;2007;4;F1;1;1;0;0;15.10087719;;
175973;0;4663;15;1;42;6;1;2017;4;F1;1;1;0;0;15.10087719;;
17170;0;4661;15;1;1;6;1;1999;4;F1;1;1;0;0;15.10087719;;
19296;0;4661;15;1;1;6;1;1999;4;F1;2;1;0;0;15.10087719;;
168392;0;4661;15;1;6;6;1;2003;4;F1;1;1;0;0;15.10087719;;
11023;0;4659;15;1;22;6;1;1990;4;F1;1;1;0;0;15.10087719;;
78946;0;4659;15;1;31;6;1;1992;4;F1;1;1;0;0;15.10087719;;
168825;0;4652;15;1;1;6;1;1991;4;F1;1;1;0;0;15.10087719;;
39951;0;4649;15;1;1;6;1;1996;4;F1;1;1;0;0;15.10087719;;
144045;0;4649;15;1;5;6;1;1999;4;F1;1;1;0;0;15.10087719;;
172794;0;4649;15;1;1;6;1;2012;4;F1;1;1;0;0;15.10087719;;
38422;0;4630;15;1;3;6;1;1985;4;F1;1;1;0;0;15.10087719;;
50089;0;4630;15;1;40;6;1;2005;4;F1;1;1;0;0;15.10087719;;
144012;0;4630;15;1;17;6;1;1993;4;F1;1;1;0;0;15.10087719;;
177082;0;4630;15;1;37;6;1;2014;4;F1;1;1;0;0;15.10087719;;
50882;0;4620;15;1;14;6;1;1994;4;F1;1;1;0;0;15.10087719;;
170680;0;4663;21;4;2;6;1;2011;4;M;1;1;0;0;14.77777778;;
147097;0;4661;21;11;1;6;1;2011;4;M;1;1;0;0;14.77777778;;
165923;0;4649;21;11;1;6;1;2017;4;M;1;1;0;0;14.77777778;;
173547;0;4620;21;11;1;6;1;2015;4;M;1;1;0;0;14.77777778;;
150997;0;4100;11;1;6;6;1;2011;5;F2;1;1;0;0;14.66666667;;
93977;0;4669;2;12;1;6;1;2000;4;M;1;1;0;0;14.55555556;;
110048;0;4663;3;2;16;6;1;2005;4;M;1;1;0;0;14.5;;
39129;0;4653;3;1;1;6;1;2001;4;M;1;1;0;0;14.5;;
31723;0;1079;15;1;1;6;1;1993;11;D2;1;1;0;0;14.47368421;;
119689;0;1079;15;1;22;6;1;1996;11;D2;1;1;0;0;14.47368421;;
158805;0;4530;5;1;15;6;1;2015;4;M;1;1;0;0;14.33333333;;
173863;0;4530;5;1;15;6;1;2010;4;M;1;1;0;0;14.33333333;;
166865;0;4663;4;1;4;6;1;2016;4;F1;1;1;0;0;14.27777778;;
117156;0;4661;4;2;6;6;1;2006;4;F1;1;1;0;0;14.27777778;;
176523;0;4652;4;1;1;6;1;2014;4;F1;1;1;0;0;14.27777778;;
24261;0;4630;4;1;1;6;1;2007;4;F1;1;1;0;0;14.27777778;;
173920;0;4630;4;1;1;6;1;2003;4;F1;1;1;0;0;14.27777778;;
26740;0;4730;15;1;15;6;1;2009;4;F1;1;1;0;0;14.05263158;;
158136;0;4730;15;1;42;6;1;2013;4;F1;1;1;0;0;14.05263158;;
176721;0;7730;3;1;1;6;1;2017;16;M;1;1;0;0;14;;
13513;0;4719;4;1;1;6;1;1993;4;M;2;1;0;0;137.25;;
145079;0;7710;12;1;1;6;1;2010;16;M;1;1;0;0;13.5;;
21496;0;4772;15;1;15;6;1;2000;4;F1;1;1;0;0;13.36842105;;
42987;0;4772;15;1;35;6;1;1986;4;F1;1;1;0;0;13.36842105;;
165946;0;4772;15;1;22;6;1;2017;4;F1;1;1;0;0;13.36842105;;
14469;0;4759;15;1;22;6;1;1993;4;F1;1;1;0;0;13.36842105;;
13902;0;4752;15;1;15;6;1;1992;4;F1;1;1;0;0;13.36842105;;
36171;0;4752;15;1;36;6;1;1989;4;F1;1;1;0;0;13.36842105;;
175350;0;4752;15;1;42;6;1;2011;4;F1;1;1;0;0;13.36842105;;
12196;0;4730;15;1;31;6;1;1992;4;F1;1;1;0;0;13.36842105;;
25456;0;4730;15;1;14;6;1;2003;4;F1;1;1;0;0;13.36842105;;
26661;0;4730;15;1;42;6;1;2005;4;F1;1;1;0;0;13.36842105;;
11402;0;4719;15;1;1;6;1;1985;4;F1;1;1;0;0;13.36842105;;
25328;0;4711;15;1;12;6;1;2002;4;F1;1;1;0;0;13.36842105;;
43178;0;4530;15;1;42;6;1;2005;4;F1;1;1;0;0;13.03333333;;
175306;0;2023;15;1;42;6;1;2011;11;D2;1;1;0;0;13;;
145078;0;4773;16;1;1;6;1;2014;4;F1;1;1;0;0;12.88888889;;
156960;0;4772;16;1;12;6;1;2004;4;F1;1;1;0;0;12.88888889;;
168818;0;4759;22;9;1;6;1;1992;4;M;1;1;0;0;12.85;;
167043;0;4752;22;3;1;6;1;2016;4;M;1;1;0;0;12.85;;
18743;0;4741;22;1;1;6;1;1997;4;M;1;1;0;0;12.85;;
173245;0;8620;14;1;1;6;1;2012;16;M;1;1;0;0;12.5;;
29176;0;7110;3;1;1;6;1;2002;16;M;1;1;0;0;12.5;;
154283;0;7110;3;1;1;6;1;2014;16;M;1;1;0;0;12.5;;
19063;0;4923;6;1;1;6;1;1999;13;F2;1;1;0;0;12.4;;
173623;0;4923;6;7;1;6;1;2009;13;F2;1;1;0;0;12.4;;
172314;0;1399;15;1;32;6;1;2012;11;D2;1;1;0;0;12.27272727;;
31699;0;1391;15;1;41;6;1;1982;11;D2;1;1;0;0;12.27272727;;
30835;0;1312;15;1;36;6;1;2002;11;D2;1;1;0;0;12.27272727;;
109579;0;1312;15;1;28;6;1;2006;11;D2;1;1;0;0;12.27272727;;
40067;0;4530;14;1;1;6;1;1995;4;M;1;1;0;0;12.14285714;;
173633;0;1050;6;4;1;6;1;2010;11;M;1;1;0;0;12;;
155119;0;4100;15;1;3;6;1;2017;5;M;1;1;0;0;117.5;;
34037;0;8690;15;1;30;6;1;1986;16;F2;1;1;0;0;11.95;;
80579;0;8690;15;1;13;6;1;1992;16;F2;1;1;0;0;11.95;;
21260;0;4730;4;1;3;6;1;2007;4;F1;1;1;0;0;11.33333333;;
108694;0;4530;23;1;1;6;1;1998;4;M;1;1;0;0;11.33333333;;
171369;0;4661;23;1;1;6;1;2013;4;M;1;1;0;0;11.3125;;
113612;0;7730;6;1;1;6;1;2004;16;M;1;1;0;0;11.181818;;
163044;0;7730;6;1;1;6;1;2010;16;M;1;1;0;0;11.181818;;
173622;0;7730;6;1;1;6;1;2009;16;M;1;1;0;0;11.181818;;
177619;0;7730;6;1;1;6;1;2015;16;M;1;1;0;0;11.181818;;
43708;0;7710;6;1;1;6;1;1997;16;M;1;1;0;0;11.181818;;
17407;0;4661;25;1;1;6;1;2001;4;F1;1;1;0;0;11.125;;
18312;0;4630;25;1;1;6;1;2017;4;F1;1;1;0;0;11.125;;
108391;0;3290;15;1;43;6;1;1997;11;D2;1;1;0;0;11;;
170878;0;4923;11;1;1;6;1;2005;13;M;1;1;0;0;109;;
14587;0;4923;4;1;12;6;1;1993;13;M;1;1;0;0;107.166667;;
170912;0;4923;4;1;1;6;1;2006;13;M;1;1;0;0;107.166667;;
16438;0;4923;15;1;40;6;1;1966;13;F2;1;1;0;0;10.789474;;
19389;0;4923;15;1;1;6;1;1999;13;F2;1;1;0;0;10.789474;;
40095;0;4923;15;1;23;6;1;1993;13;F2;1;1;0;0;10.789474;;
116759;0;4923;15;1;3;6;1;1998;13;F2;1;1;0;0;10.789474;;
16198;0;6910;15;1;22;6;1;1995;16;F2;1;1;0;0;10.4;;
121881;0;6910;15;1;40;6;1;1995;16;F2;1;1;0;0;10.4;;
12843;0;4923;10;1;1;6;1;1988;13;M;1;1;0;0;10.4;;
13299;0;4921;10;1;11;6;1;1993;13;M;1;1;0;0;10.4;;
173298;0;4921;10;1;1;6;1;2008;13;M;1;1;0;0;10.4;;
167122;0;4730;23;1;1;6;1;2016;4;M;1;1;0;0;10.30434783;;
178775;0;4721;23;1;1;6;1;2017;4;M;2;1;0;0;10.30434783;;
107854;0;6110;22;6;1;6;1;1991;13;M;1;1;0;0;10;;
116526;0;4923;1;1;1;6;1;2005;13;M;1;1;0;0;10;;
26894;0;6810;15;1;13;6;1;2005;16;F2;1;1;0;0;1.921569;;
148528;0;6810;15;1;40;6;1;2009;16;F2;1;1;0;0;1.921569;;
178868;0;6810;15;1;31;6;1;2017;16;F2;1;1;0;0;1.921569;;
15147;0;4922;2;1;1;6;1;1994;13;F2;1;1;0;0;1.75;;
171143;0;2395;6;11;1;6;1;2012;11;D2;1;1;0;0;1.75;;
111743;0;2394;6;1;1;6;1;2006;11;D2;1;1;0;0;1.75;;
15981;0;311;15;1;40;6;1;1995;10;F2;1;1;0;0;1.714285714;;
23076;0;4661;9;1;1;6;1;2005;4;F1;1;1;0;0;1.625;;
17650;0;4752;21;11;1;6;1;1999;4;F1;1;1;0;0;1.583333333;;
18890;0;4741;21;11;1;6;1;2005;4;F1;1;1;0;0;1.583333333;;
15159;0;4730;21;1;1;6;1;1994;4;F1;1;1;0;0;1.583333333;;
47993;0;4711;21;11;1;6;1;2008;4;F1;1;1;0;0;1.583333333;;
14286;0;4923;20;7;1;6;1;1993;13;F2;1;1;0;0;1.545455;;
114010;0;4923;20;8;1;6;1;2010;13;F2;1;1;0;0;1.545455;;
157533;0;4923;20;5;1;6;1;2013;13;F2;1;1;0;0;1.545455;;
11654;0;4923;15;1;17;6;1;1990;13;F2;1;1;0;0;1.525641;;
13415;0;4923;15;1;31;6;1;1993;13;F2;1;1;0;0;1.525641;;
14124;0;4923;15;1;37;6;1;1983;13;F2;1;1;0;0;1.525641;;
15832;0;4923;15;1;19;6;1;1996;13;F2;1;1;0;0;1.525641;;
19572;0;4923;15;1;37;6;1;1999;13;F2;1;1;0;0;1.525641;;
97311;0;4923;15;1;37;6;1;2002;13;F2;1;1;0;0;1.525641;;
158606;0;4923;15;1;28;6;1;2015;13;F2;1;1;0;0;1.525641;;
173825;0;4923;15;1;3;6;1;2008;13;F2;1;1;0;0;1.525641;;
11298;0;4922;15;1;17;6;1;1988;13;F2;1;1;0;0;1.525641;;
12797;0;4922;15;1;15;6;1;1973;13;F2;1;1;0;0;1.525641;;
17873;0;4922;15;1;34;6;1;1997;13;F2;1;1;0;0;1.525641;;
21376;0;8299;15;1;40;6;1;1999;16;F2;1;1;0;0;1.5;;
30016;0;8299;15;1;31;6;1;2010;16;F2;1;1;0;0;1.5;;
113542;0;8299;15;1;31;6;1;2012;16;F2;1;1;0;0;1.5;;
17086;0;8230;15;1;22;6;1;1997;16;F2;1;1;0;0;1.5;;
12835;0;4730;12;1;14;6;1;1990;4;F1;1;1;0;0;1.5;;
16661;0;4730;12;1;14;6;1;1996;4;F1;1;1;0;0;1.5;;
22986;0;4730;12;1;14;6;1;2003;4;F1;1;1;0;0;1.5;;
92907;0;4721;12;1;14;6;1;1998;4;F1;1;1;0;0;1.5;;
15926;0;4630;12;1;1;6;1;1995;4;F1;1;1;0;0;1.5;;
19042;0;4390;6;1;1;6;1;1999;5;F2;1;1;0;0;1.5;;
171974;0;4210;5;1;10;6;1;2009;5;F2;1;1;0;0;1.5;;
14177;0;3314;4;1;12;6;1;1993;11;D2;1;1;0;0;1.5;;
31531;0;3311;20;7;2;6;1;1993;11;D2;1;1;0;0;1.5;;
30262;0;3290;18;3;1;6;1;2003;11;M;1;1;0;0;1.5;;
146252;0;3290;18;3;1;6;1;2013;11;M;1;1;0;0;1.5;;
44571;0;321;24;1;1;6;1;1980;10;A;1;1;0;0;1.5;;
97994;0;4630;11;3;1;6;1;1999;4;F1;1;1;0;0;1.45;;
34215;0;4620;11;2;1;6;1;1998;4;F1;1;1;0;0;1.45;;
29296;0;4663;3;2;1;6;1;2004;4;F1;1;1;0;0;1.444444444;;
112958;0;4663;3;2;1;6;1;2002;4;F1;1;1;0;0;1.444444444;;
17669;0;4630;3;2;1;6;1;2016;4;F1;1;1;0;0;1.444444444;;
113176;0;4630;3;1;1;6;1;2013;4;F1;1;1;0;0;1.444444444;;
14574;0;4663;23;1;1;6;1;1994;4;F1;1;1;0;0;1.416666667;;
157607;0;4663;23;1;2;6;1;2016;4;F1;1;1;0;0;1.416666667;;
121414;0;4630;23;1;2;6;1;2015;4;F1;1;1;0;0;1.416666667;;
18828;0;4662;21;11;1;6;1;2002;4;F1;1;1;0;0;1.4;;
18830;0;4630;21;1;1;6;1;2002;4;F1;1;1;0;0;1.4;;
20383;0;4630;21;6;7;6;1;2006;4;F1;1;1;0;0;1.4;;
11713;0;1020;20;5;1;6;1;1996;10;F2;1;1;0;0;1.4;;
22816;0;1020;20;6;1;6;1;2004;10;F2;1;1;0;0;1.4;;
47736;0;1020;20;5;1;6;1;2010;10;F2;1;1;0;0;1.4;;
39793;0;7120;15;1;41;6;1;1981;16;F2;1;1;0;0;1.377358;;
11651;0;7110;15;1;30;6;1;1980;16;F2;1;1;0;0;1.377358;;
13030;0;7110;15;1;5;6;1;1991;16;F2;1;1;0;0;1.377358;;
23749;0;7110;15;1;19;6;1;2008;16;F2;1;1;0;0;1.377358;;
144911;0;7110;15;1;30;6;1;2013;16;F2;1;1;0;0;1.377358;;
23793;0;4663;16;1;8;6;1;2003;4;F1;1;1;0;0;1.35483871;;
29749;0;4663;16;1;1;6;1;2002;4;F1;1;1;0;0;1.35483871;;
118739;0;4630;16;1;12;6;1;2007;4;F1;1;1;0;0;1.35483871;;
26747;0;1080;15;1;18;6;1;2005;11;D2;1;1;0;0;1.342105263;;
11633;0;1079;15;1;34;6;1;1976;11;D2;1;1;0;0;1.342105263;;
19291;0;1079;15;1;3;6;1;2002;11;D2;1;1;0;0;1.342105263;;
15631;0;1072;15;1;35;6;1;1995;11;D2;1;1;0;0;1.342105263;;
14800;0;1071;15;1;23;6;1;1994;11;D2;1;1;0;0;1.342105263;;
27617;0;1061;15;1;34;6;1;2006;11;D2;1;1;0;0;1.342105263;;
27684;0;1040;15;1;37;6;1;2006;11;D2;1;1;0;0;1.342105263;;
10264;0;1020;15;1;21;6;1;1978;10;F2;1;1;0;0;1.342105263;;
28234;0;1020;15;1;8;6;1;2008;10;F2;1;1;0;0;1.342105263;;
33130;0;1020;15;1;36;6;1;1996;10;F2;1;1;0;0;1.342105263;;
10294;0;1010;15;1;32;6;1;1982;11;D2;1;1;0;0;1.342105263;;
23557;0;4752;10;1;1;6;1;2008;4;F1;1;1;0;0;1.333333333;;
22829;0;4730;24;1;1;6;1;2005;4;F1;1;1;0;0;1.333333333;;
23560;0;4721;10;1;1;6;1;2009;4;F1;1;1;0;0;1.333333333;;
12301;0;1520;15;1;16;6;1;1986;11;D2;1;1;0;0;1.333333333;;
121837;0;8299;7;1;2;6;1;2011;16;F2;1;1;0;0;1.333333;;
15859;0;4661;20;1;4;6;1;1995;4;F1;1;1;0;0;1.324324324;;
22821;0;4661;20;6;1;6;1;2005;4;F1;1;1;0;0;1.324324324;;
117562;0;4661;20;5;1;6;1;2001;4;F1;1;1;0;0;1.324324324;;
11715;0;4630;20;1;1;6;1;1974;4;F1;1;1;0;0;1.324324324;;
28967;0;4630;20;1;1;6;1;2006;4;F1;1;1;0;0;1.324324324;;
29051;0;4630;20;1;1;6;1;2007;4;F1;1;1;0;0;1.324324324;;
15848;0;4620;20;1;1;6;1;1995;4;F1;1;1;0;0;1.324324324;;
16907;0;8010;15;1;31;6;1;1996;16;F2;1;1;0;0;1.305556;;
15912;0;5022;16;1;8;6;1;1995;13;F2;1;1;0;0;1.285714;;
13440;0;4690;13;1;1;6;1;1989;4;F1;1;1;0;0;1.28358209;;
15175;0;4663;13;1;1;6;1;1994;4;F1;1;1;0;0;1.28358209;;
158603;0;4663;13;1;5;6;1;2015;4;F1;1;1;0;0;1.28358209;;
16605;0;4661;13;1;1;6;1;1996;4;F1;1;1;0;0;1.28358209;;
16608;0;4661;13;1;1;6;1;1996;4;F1;1;1;0;0;1.28358209;;
19762;0;4661;13;1;1;6;1;2000;4;F1;1;1;0;0;1.28358209;;
114562;0;4661;13;1;1;6;1;2012;4;F1;1;1;0;0;1.28358209;;
18549;0;4649;13;1;1;6;1;1998;4;F1;1;1;0;0;1.28358209;;
13382;0;4630;13;1;1;6;1;1991;4;F1;1;1;0;0;1.28358209;;
13466;0;4630;13;1;1;6;1;1989;4;F1;2;1;0;0;1.28358209;;
16592;0;4630;13;1;1;6;1;1996;4;F1;1;1;0;0;1.28358209;;
22460;0;4630;13;2;3;6;1;2005;4;F1;1;1;0;0;1.28358209;;
116381;0;4630;13;1;1;6;1;2006;4;F1;1;1;0;0;1.28358209;;
172741;0;4630;13;1;5;6;1;2010;4;F1;1;1;0;0;1.28358209;;
16598;0;4620;13;1;1;6;1;1992;4;F1;1;1;0;0;1.28358209;;
12412;0;6190;15;1;40;6;1;1992;13;F2;1;1;0;0;1.280702;;
29413;0;6190;15;1;30;6;1;2006;13;F2;1;1;0;0;1.280702;;
45647;0;6190;15;1;22;6;1;2001;13;F2;1;1;0;0;1.280702;;
26788;0;6130;15;1;22;6;1;2005;13;F2;1;1;0;0;1.280702;;
12008;0;7020;15;1;31;6;1;1957;16;F2;1;1;0;0;1.276316;;
25214;0;7020;15;1;31;6;1;2002;16;F2;1;1;0;0;1.276316;;
116700;0;7020;15;1;31;6;1;2003;16;F2;1;1;0;0;1.276316;;
121932;0;7020;15;1;31;6;1;2012;16;F2;1;1;0;0;1.276316;;
129615;0;7020;15;1;40;6;1;2011;16;F2;1;1;0;0;1.276316;;
17046;0;7010;15;1;41;6;1;1997;16;F2;1;1;0;0;1.276316;;
20983;0;4730;23;1;1;6;1;1999;4;F1;1;1;0;0;1.272727273;;
28540;0;4730;23;1;10;6;1;2006;4;F1;1;1;0;0;1.272727273;;
152445;0;4722;23;1;1;6;1;2016;4;F1;1;1;0;0;1.272727273;;
16914;0;2732;15;1;8;6;1;1996;11;D2;1;1;0;0;1.272727273;;
10785;0;2599;15;1;1;6;1;1985;11;D2;1;1;0;0;1.254545455;;
12436;0;2599;15;1;17;6;1;1976;11;D2;1;1;0;0;1.254545455;;
14657;0;2511;15;1;42;6;1;1993;11;D2;1;1;0;0;1.254545455;;
14141;0;4730;15;8;1;6;1;1988;4;F1;1;1;0;0;1.25;;
14641;0;4730;15;2;1;6;1;1993;4;F1;1;1;0;0;1.25;;
114889;0;4663;15;2;1;6;1;2007;4;F1;1;1;0;0;1.25;;
12760;0;4630;15;2;1;6;1;1979;4;F1;1;1;0;0;1.25;;
16722;0;4630;15;5;9;6;1;1996;4;F1;1;1;0;0;1.25;;
32082;0;4630;15;6;1;6;1;1996;4;F1;1;1;0;0;1.25;;
121751;0;4773;15;1;31;6;1;2015;4;F1;1;3;9;21;1.241353937;;
14050;0;4690;15;1;16;6;1;1993;4;F1;1;1;0;0;1.241353937;;
15457;0;4690;15;1;34;6;1;1994;4;F1;1;1;0;0;1.241353937;;
15618;0;4690;15;1;1;6;1;1995;4;F1;1;1;0;0;1.241353937;;
16339;0;4690;15;1;3;6;1;1996;4;F1;1;1;0;0;1.241353937;;
17039;0;4690;15;1;16;6;1;1996;4;F1;1;1;0;0;1.241353937;;
19465;0;4690;15;1;40;6;1;1999;4;F1;1;1;0;0;1.241353937;;
21438;0;4690;15;1;3;6;1;2000;4;F1;1;1;0;0;1.241353937;;
25304;0;4690;15;1;31;6;1;2002;4;F1;1;1;0;0;1.241353937;;
25681;0;4690;15;1;3;6;1;2003;4;F1;1;1;0;0;1.241353937;;
27082;0;4690;15;1;34;6;1;2009;4;F1;1;1;0;0;1.241353937;;
28514;0;4690;15;1;1;6;1;2005;4;F1;1;1;0;0;1.241353937;;
28731;0;4690;15;1;3;6;1;2009;4;F1;1;1;0;0;1.241353937;;
28877;0;4690;15;1;31;6;1;2009;4;F1;1;1;0;0;1.241353937;;
47970;0;4690;15;1;40;6;1;2007;4;F1;1;1;0;0;1.241353937;;
116158;0;4690;15;1;1;6;1;1999;4;F1;1;1;0;0;1.241353937;;
22218;0;4669;15;1;40;6;1;2006;4;F1;1;1;0;0;1.241353937;;
10500;0;4663;15;1;34;6;1;1993;4;F1;1;1;0;0;1.241353937;;
10703;0;4663;15;1;1;6;1;1984;4;F1;1;1;0;0;1.241353937;;
10905;0;4663;15;1;15;6;1;1989;4;F1;1;1;0;0;1.241353937;;
12217;0;4663;15;1;10;6;1;1979;4;F1;1;1;0;0;1.241353937;;
12978;0;4663;15;1;32;6;1;1993;4;F1;1;1;0;0;1.241353937;;
13408;0;4663;15;1;40;6;1;1990;4;F1;1;1;0;0;1.241353937;;
14040;0;4663;15;1;40;6;1;1993;4;F1;1;1;0;0;1.241353937;;
14232;0;4663;15;1;13;6;1;1993;4;F1;1;1;0;0;1.241353937;;
16230;0;4663;15;1;3;6;1;1996;4;F1;1;1;0;0;1.241353937;;
28200;0;4663;15;1;1;6;1;2007;4;F1;1;1;0;0;1.241353937;;
44535;0;4663;15;1;3;6;1;1995;4;F1;1;1;0;0;1.241353937;;
117762;0;4663;15;1;1;6;1;2008;4;F1;1;1;0;0;1.241353937;;
172560;0;4663;15;1;26;6;1;2012;4;F1;1;1;0;0;1.241353937;;
14725;0;4662;15;1;3;6;1;1994;4;F1;1;1;0;0;1.241353937;;
165878;0;4662;15;1;40;6;1;2017;4;F1;1;1;0;0;1.241353937;;
11665;0;4661;15;1;1;6;1;1993;4;F1;1;1;0;0;1.241353937;;
21829;0;4661;15;1;7;6;1;2008;4;F1;1;1;0;0;1.241353937;;
23710;0;4661;15;1;19;6;1;2008;4;F1;1;1;0;0;1.241353937;;
24939;0;4661;15;1;19;6;1;2001;4;F1;1;1;0;0;1.241353937;;
145699;0;4661;15;1;40;6;1;2013;4;F1;1;1;0;0;1.241353937;;
158967;0;4661;15;1;40;6;1;2016;4;F1;1;1;0;0;1.241353937;;
16939;0;4659;15;1;16;6;1;1996;4;F1;1;1;0;0;1.241353937;;
17902;0;4659;15;1;40;6;1;1997;4;F1;1;1;0;0;1.241353937;;
17966;0;4659;15;1;3;6;1;1997;4;F1;1;1;0;0;1.241353937;;
28589;0;4659;15;1;8;6;1;2009;4;F1;1;1;0;0;1.241353937;;
47874;0;4659;15;1;42;6;1;2010;4;F1;1;1;0;0;1.241353937;;
15318;0;4653;15;1;30;6;1;1994;4;F1;1;1;0;0;1.241353937;;
12966;0;4652;15;1;13;6;1;1988;4;F1;1;1;0;0;1.241353937;;
24694;0;4652;15;1;22;6;1;2001;4;F1;1;1;0;0;1.241353937;;
26432;0;4652;15;1;22;6;1;2004;4;F1;1;1;0;0;1.241353937;;
15281;0;4651;15;1;16;6;1;1994;4;F1;1;1;0;0;1.241353937;;
89654;0;4651;15;1;36;6;1;1993;4;F1;1;1;0;0;1.241353937;;
10119;0;4649;15;1;3;6;1;1982;4;F1;1;1;0;0;1.241353937;;
12413;0;4649;15;1;42;6;1;1986;4;F1;1;1;0;0;1.241353937;;
25533;0;4649;15;1;31;6;1;2003;4;F1;1;1;0;0;1.241353937;;
27396;0;4649;15;1;33;6;1;2006;4;F1;1;1;0;0;1.241353937;;
167242;0;4649;15;1;22;6;1;2017;4;F1;1;1;0;0;1.241353937;;
178660;0;4649;15;1;37;6;1;2016;4;F1;1;1;0;0;1.241353937;;
12350;0;4641;15;1;32;6;1;1992;4;F1;1;1;0;0;1.241353937;;
17016;0;4641;15;1;3;6;1;1999;4;F1;1;1;0;0;1.241353937;;
48532;0;4641;15;1;3;6;1;2001;4;F1;1;1;0;0;1.241353937;;
137626;0;4641;15;1;22;6;1;2015;4;F1;1;1;0;0;1.241353937;;
12925;0;4630;15;1;34;6;1;1994;4;F1;1;1;0;0;1.241353937;;
14137;0;4630;15;1;5;6;1;1993;4;F1;1;1;0;0;1.241353937;;
16963;0;4630;15;1;8;6;1;1996;4;F1;1;1;0;0;1.241353937;;
